,,X..Torque,Avg.Load.Factor,Blowby.Pressure,Coolant.Temp,EGT.RB2,Engine.Speed,IMT.LBF,IMT.LBM,IMT.LBR,IMT.RBF,IMT.RBM,IMT.RBR,Incline,Lube.Oil.Pressure,Post.Lube.Oil.Filter.Pressure,Pre.Lube.Oil.Filter.Pressure,Truck.Speed,
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',9,11,0.150000006,80,294.0625,1194.625,36,35,35,37,34,34,10.36999989,18,788,796,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',21,22,0.349999994,76,416.656189,1536.875,50,50,49,50,47,48,6.880000114,20,924,940,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',12,0,0.050000001,82,403.75,1175.625,50,50,49,52,48,50,5.460000038,5,820,952,20,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,1,0.150000006,80,353.25,1194.5,47,48,48,49,47,48,5.070000172,14.5,740,760,29,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',2,45,0.25,80,356.5,1241.375,42,44,40,41,47,48,7.119999886,9,692,800,31,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',4,6,0.100000001,78,367.0625,1197.75,41,41,41,43,40,41,8.349999428,14,800,816,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.150000006,80,508.718811,1287.5,48,49,47,48,47,48,6.590000153,27,852,884,42,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,7,0.150000006,80,478.875,1835.25,53,53,52,52,47,48,5.639999866,29,1000,1000,50,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',45,16,0.200000003,79,388.875,1336.5,41,41,38,40,47,48,8.609999657,20,732,788,12,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.150000006,76,432.75,1427.75,48,51,47,51,47,48,5.829999924,29,852,928,13,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,0,0.050000001,80,372.75,1513.75,47,46,45,46,47,48,5.010000229,29,908,936,14,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',5,8,0.100000001,80,380,1191.375,48,48,48,49,48,48,7.699999809,0,860,856,15,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,80,386.656189,1211.5,40,40,38,38,47,48,7.510000229,2,776,796,26,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,18,0,80,276.6875,807.875,43,44,43,45,42,43,5.159999847,15,484,488,26,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',78,0,0.150000006,78,503.875,1775.5,51,51,49,51,47,48,4.71999979,18,1000,1000,33,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',19,21,0.150000006,78,498.0625,1737.75,52,52,50,53,49,50,8.050000191,19,1000,1000,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',47,82,0.400000006,81,533.875,1812,50,45,48,48,47,48,5.389999866,11,1000,1000,38,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.050000001,78,439.843811,1432.5,50,51,48,50,47,48,10.56000042,24.5,808,872,40,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,7,0.100000001,75,339.968811,1199.25,44,44,42,43,47,48,10.03999996,6.5,780,772,41,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,78,295.531189,864.125,47,48,45,46,47,48,5.650000095,24.5,700,568,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,3,0,80,335.531189,759.25,49,52,50,50,47,48,5.539999962,0,396,880,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',10,28,0,79,294.875,794,44,45,44,47,43,45,6.800000191,1,476,500,0,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,80,404.968811,1363.875,48,50,46,47,47,48,6.349999905,38,868,896,4,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',10,20,0.050000001,78,279,1145.375,52,54,51,52,47,48,4.659999847,13.5,780,792,6,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',34,36,0,79,425.968811,1433.375,52,53,51,52,47,48,4.989999771,18,856,876,16,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',46,44,0.200000003,80,416.656189,1726.125,42,41,39,40,47,48,7.699999809,33.5,852,1000,17,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,10,0.100000001,79,463.875,1451.75,42,41,40,41,47,48,6.380000114,11,1000,848,18,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',1,0,0.050000001,80,402.75,1243.5,46,47,44,45,47,48,4.889999866,13.5,848,856,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,80,331.9375,1193.875,46,47,45,46,47,48,7.690000057,15.5,772,796,20,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',20,12,0.050000001,79,395.6875,1374.375,50,52,49,50,47,48,10.56000042,29,940,960,26,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',5,0,0.050000001,80,438.593811,1191.75,50,51,50,50,47,48,8.010000229,11,736,720,30,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',8,12,0.150000006,80,475.25,1177.375,53,54,51,52,47,48,6.849999905,22.5,796,876,32,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',3,4,0.100000001,78,339.875,1201.875,43,42,43,44,46,41,9.710000038,12,772,800,33,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',48,13,0.150000006,80,470.875,1530.625,43,42,43,44,41,42,7.440000057,21,948,1000,38,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',53,50,0,80,475.25,1678.5,47,46,44,45,47,48,7.800000191,20,1000,900,44,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.1,78,316.3125,1204.625,40,39,40,41,38,40,4.630000114,20,716,744,6,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',59,62,0,81,459.1875,1808.625,47,47,46,49,45,47,6.769999981,33,1000,1000,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.150000006,78,345.8125,1247.625,45,46,47,45,47,48,9.380000114,20,784,752,20,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,13,0,80,365.531189,1214.625,40,39,38,39,47,48,5.75,15.5,820,848,20,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',36,37,0,80,403.875,1520.5,46,46,45,46,47,48,7.769999981,20,944,916,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',58,0,0.100000001,83,444.125,1645.25,47,48,45,49,45,45,7.940000057,18,940,964,22,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',6,2,0.150000006,79,271.656189,1094,47,47,46,47,47,48,7.849999905,11,700,708,28,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',35,25,0.800000012,82,403,1842,48,48,47,48,47,48,4.760000229,18,852,1000,32,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,81,410.8125,1185.375,52,54,51,52,47,48,6.21999979,9,852,660,32,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',19,9,0.300000012,81,435.1875,1342.375,50,50,50,51,49,50,5.889999866,9,948,1000,35,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',30,39,0.150000006,75,536.093811,1917.875,51,48,49,50,47,48,6.489999771,38,1000,1000,50,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',8,7,0.100000001,80,385.125,1206.875,47,47,47,48,46,47,5.889999866,12,828,832,7,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,80,365.531189,1254.125,42,41,40,41,47,48,6.460000038,18,816,840,21,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,81,441.5,1284.5,43,43,41,45,41,43,6.389999866,11,972,988,26,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',22,43,0.300000012,80,430.1875,1209.375,52,52,52,54,51,52,5.389999866,9,856,784,36,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',46,54,0.200000003,80,484.4375,1711.875,47,48,44,45,47,48,8.319999695,13.5,960,988,48,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',4,2,0.050000001,81,498.8125,1610.625,55,54,52,53,58,52,4.929999828,22,976,1000,49,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0,80,387.75,824.875,51,54,50,51,47,48,7.989999771,36,568,676,1,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.550000012,78,380.531189,1312.125,40,39,37,38,47,48,6.920000076,27,872,984,15,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,0,0.200000003,78,358.875,1427.875,45,45,43,44,47,48,9.300000191,27,912,884,18,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',0,22,0.1,80,380.531189,1786.5,48,49,46,47,47,48,9.960000038,6.5,1000,1000,19,);
"INSERT INTO Data (source,X_Torque,Avg_Load_Factor,Blowby_Pressure,Coolant_Temp,EGT_RB2,Engine_Speed,IMT_LBF,IMT_LBM,IMT_LBR,IMT_RBF,IMT_RBM,IMT_RBR,Incline,Lube_Oil_Pressure,Post_Lube_Oil_Filter_Pressure,Pre_Lube_Oil_Filter_Pressure,Truck_Speed) VALUES (",'f_f',4,7,0.100000001,80,384.281189,1194.875,53,48,53,54,47,48,6.21999979,22.5,748,760,28,);
